CO_MUN_GEO;NO_MUN_MIN;SG_UF;NO_UF;NO_REGIAO;CO_UF;NO_PAIS;NO_MUN_UF_PAIS;NO_UF_PAIS;NO_REGIAO_ING;NO_REG_PAI_ING
2611309;Pombos;PE;Pernambuco;NORDESTE;26;BRASIL;Pombos, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611408;Primavera;PE;Pernambuco;NORDESTE;26;BRASIL;Primavera, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611507;Quipapá;PE;Pernambuco;NORDESTE;26;BRASIL;Quipapá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611533;Quixaba;PE;Pernambuco;NORDESTE;26;BRASIL;Quixaba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611606;Recife;PE;Pernambuco;NORDESTE;26;BRASIL;Recife, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611705;Riacho das Almas;PE;Pernambuco;NORDESTE;26;BRASIL;Riacho das Almas, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611804;Ribeirão;PE;Pernambuco;NORDESTE;26;BRASIL;Ribeirão, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2611903;Rio Formoso;PE;Pernambuco;NORDESTE;26;BRASIL;Rio Formoso, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612000;Sairé;PE;Pernambuco;NORDESTE;26;BRASIL;Sairé, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612109;Salgadinho;PE;Pernambuco;NORDESTE;26;BRASIL;Salgadinho, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612208;Salgueiro;PE;Pernambuco;NORDESTE;26;BRASIL;Salgueiro, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612307;Saloá;PE;Pernambuco;NORDESTE;26;BRASIL;Saloá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612406;Sanharó;PE;Pernambuco;NORDESTE;26;BRASIL;Sanharó, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612455;Santa Cruz;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Cruz, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612471;Santa Cruz da Baixa Verde;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Cruz da Baixa Verde, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612505;Santa Cruz do Capibaribe;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Cruz do Capibaribe, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612554;Santa Filomena;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Filomena, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612604;Santa Maria da Boa Vista;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Maria da Boa Vista, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612703;Santa Maria do Cambucá;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Maria do Cambucá, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612802;Santa Terezinha;PE;Pernambuco;NORDESTE;26;BRASIL;Santa Terezinha, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2612901;São Benedito do Sul;PE;Pernambuco;NORDESTE;26;BRASIL;São Benedito do Sul, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613008;São Bento do Una;PE;Pernambuco;NORDESTE;26;BRASIL;São Bento do Una, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613107;São Caitano;PE;Pernambuco;NORDESTE;26;BRASIL;São Caitano, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613206;São João;PE;Pernambuco;NORDESTE;26;BRASIL;São João, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613305;São Joaquim do Monte;PE;Pernambuco;NORDESTE;26;BRASIL;São Joaquim do Monte, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613404;São José da Coroa Grande;PE;Pernambuco;NORDESTE;26;BRASIL;São José da Coroa Grande, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613503;São José do Belmonte;PE;Pernambuco;NORDESTE;26;BRASIL;São José do Belmonte, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613602;São José do Egito;PE;Pernambuco;NORDESTE;26;BRASIL;São José do Egito, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613701;São Lourenço da Mata;PE;Pernambuco;NORDESTE;26;BRASIL;São Lourenço da Mata, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613800;São Vicente Ferrer;PE;Pernambuco;NORDESTE;26;BRASIL;São Vicente Ferrer, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2613909;Serra Talhada;PE;Pernambuco;NORDESTE;26;BRASIL;Serra Talhada, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614006;Serrita;PE;Pernambuco;NORDESTE;26;BRASIL;Serrita, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614105;Sertânia;PE;Pernambuco;NORDESTE;26;BRASIL;Sertânia, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614204;Sirinhaém;PE;Pernambuco;NORDESTE;26;BRASIL;Sirinhaém, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614303;Moreilândia;PE;Pernambuco;NORDESTE;26;BRASIL;Moreilândia, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614402;Solidão;PE;Pernambuco;NORDESTE;26;BRASIL;Solidão, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614501;Surubim;PE;Pernambuco;NORDESTE;26;BRASIL;Surubim, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614600;Tabira;PE;Pernambuco;NORDESTE;26;BRASIL;Tabira, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614709;Tacaimbó;PE;Pernambuco;NORDESTE;26;BRASIL;Tacaimbó, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614808;Tacaratu;PE;Pernambuco;NORDESTE;26;BRASIL;Tacaratu, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2614857;Tamandaré;PE;Pernambuco;NORDESTE;26;BRASIL;Tamandaré, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2615003;Taquaritinga do Norte;PE;Pernambuco;NORDESTE;26;BRASIL;Taquaritinga do Norte, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2615102;Terezinha;PE;Pernambuco;NORDESTE;26;BRASIL;Terezinha, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2615201;Terra Nova;PE;Pernambuco;NORDESTE;26;BRASIL;Terra Nova, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2615300;Timbaúba;PE;Pernambuco;NORDESTE;26;BRASIL;Timbaúba, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
2615409;Toritama;PE;Pernambuco;NORDESTE;26;BRASIL;Toritama, PE, BRASIL;Pernambuco, BRASIL; NORTHEAST;NORDESTE, BRASIL
3102704;Cachoeira de Pajeú;MG;Minas Gerais;SUDESTE;33;BRASIL;Cachoeira de Pajeú, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3102803;Andrelândia;MG;Minas Gerais;SUDESTE;33;BRASIL;Andrelândia, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3102852;Angelândia;MG;Minas Gerais;SUDESTE;33;BRASIL;Angelândia, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3102902;Antônio Carlos;MG;Minas Gerais;SUDESTE;33;BRASIL;Antônio Carlos, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103009;Antônio Dias;MG;Minas Gerais;SUDESTE;33;BRASIL;Antônio Dias, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103108;Antônio Prado de Minas;MG;Minas Gerais;SUDESTE;33;BRASIL;Antônio Prado de Minas, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103207;Araçaí;MG;Minas Gerais;SUDESTE;33;BRASIL;Araçaí, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103306;Aracitaba;MG;Minas Gerais;SUDESTE;33;BRASIL;Aracitaba, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103405;Araçuaí;MG;Minas Gerais;SUDESTE;33;BRASIL;Araçuaí, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103504;Araguari;MG;Minas Gerais;SUDESTE;33;BRASIL;Araguari, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103603;Arantina;MG;Minas Gerais;SUDESTE;33;BRASIL;Arantina, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103702;Araponga;MG;Minas Gerais;SUDESTE;33;BRASIL;Araponga, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103751;Araporã;MG;Minas Gerais;SUDESTE;33;BRASIL;Araporã, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103801;Arapuá;MG;Minas Gerais;SUDESTE;33;BRASIL;Arapuá, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3103900;Araújos;MG;Minas Gerais;SUDESTE;33;BRASIL;Araújos, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104007;Araxá;MG;Minas Gerais;SUDESTE;33;BRASIL;Araxá, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104106;Arceburgo;MG;Minas Gerais;SUDESTE;33;BRASIL;Arceburgo, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104205;Arcos;MG;Minas Gerais;SUDESTE;33;BRASIL;Arcos, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104304;Areado;MG;Minas Gerais;SUDESTE;33;BRASIL;Areado, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104403;Argirita;MG;Minas Gerais;SUDESTE;33;BRASIL;Argirita, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104452;Aricanduva;MG;Minas Gerais;SUDESTE;33;BRASIL;Aricanduva, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104502;Arinos;MG;Minas Gerais;SUDESTE;33;BRASIL;Arinos, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104601;Astolfo Dutra;MG;Minas Gerais;SUDESTE;33;BRASIL;Astolfo Dutra, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104700;Ataléia;MG;Minas Gerais;SUDESTE;33;BRASIL;Ataléia, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104809;Augusto de Lima;MG;Minas Gerais;SUDESTE;33;BRASIL;Augusto de Lima, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3104908;Baependi;MG;Minas Gerais;SUDESTE;33;BRASIL;Baependi, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105004;Baldim;MG;Minas Gerais;SUDESTE;33;BRASIL;Baldim, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105103;Bambuí;MG;Minas Gerais;SUDESTE;33;BRASIL;Bambuí, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105202;Bandeira;MG;Minas Gerais;SUDESTE;33;BRASIL;Bandeira, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105301;Bandeira do Sul;MG;Minas Gerais;SUDESTE;33;BRASIL;Bandeira do Sul, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105400;Barão de Cocais;MG;Minas Gerais;SUDESTE;33;BRASIL;Barão de Cocais, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105509;Barão de Monte Alto;MG;Minas Gerais;SUDESTE;33;BRASIL;Barão de Monte Alto, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105608;Barbacena;MG;Minas Gerais;SUDESTE;33;BRASIL;Barbacena, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105707;Barra Longa;MG;Minas Gerais;SUDESTE;33;BRASIL;Barra Longa, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3105905;Barroso;MG;Minas Gerais;SUDESTE;33;BRASIL;Barroso, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106002;Bela Vista de Minas;MG;Minas Gerais;SUDESTE;33;BRASIL;Bela Vista de Minas, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106101;Belmiro Braga;MG;Minas Gerais;SUDESTE;33;BRASIL;Belmiro Braga, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106200;Belo Horizonte;MG;Minas Gerais;SUDESTE;33;BRASIL;Belo Horizonte, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106309;Belo Oriente;MG;Minas Gerais;SUDESTE;33;BRASIL;Belo Oriente, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106408;Belo Vale;MG;Minas Gerais;SUDESTE;33;BRASIL;Belo Vale, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106507;Berilo;MG;Minas Gerais;SUDESTE;33;BRASIL;Berilo, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106606;Bertópolis;MG;Minas Gerais;SUDESTE;33;BRASIL;Bertópolis, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106655;Berizal;MG;Minas Gerais;SUDESTE;33;BRASIL;Berizal, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106705;Betim;MG;Minas Gerais;SUDESTE;33;BRASIL;Betim, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106804;Bias Fortes;MG;Minas Gerais;SUDESTE;33;BRASIL;Bias Fortes, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3106903;Bicas;MG;Minas Gerais;SUDESTE;33;BRASIL;Bicas, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107000;Biquinhas;MG;Minas Gerais;SUDESTE;33;BRASIL;Biquinhas, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107109;Boa Esperança;MG;Minas Gerais;SUDESTE;33;BRASIL;Boa Esperança, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107208;Bocaina de Minas;MG;Minas Gerais;SUDESTE;33;BRASIL;Bocaina de Minas, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107307;Bocaiúva;MG;Minas Gerais;SUDESTE;33;BRASIL;Bocaiúva, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107406;Bom Despacho;MG;Minas Gerais;SUDESTE;33;BRASIL;Bom Despacho, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107505;Bom Jardim de Minas;MG;Minas Gerais;SUDESTE;33;BRASIL;Bom Jardim de Minas, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107604;Bom Jesus da Penha;MG;Minas Gerais;SUDESTE;33;BRASIL;Bom Jesus da Penha, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3107703;Bom Jesus do Amparo;MG;Minas Gerais;SUDESTE;33;BRASIL;Bom Jesus do Amparo, MG, BRASIL;Minas Gerais, BRASIL; SOUTHEAST;SUDESTE, BRASIL
1718899;Santa Rita do Tocantins;TO;Tocantins;NORTE;17;BRASIL;Santa Rita do Tocantins, TO, BRASIL;Tocantins, BRASIL; NORTH;NORTE, BRASIL
1718907;Santa Rosa do Tocantins;TO;Tocantins;NORTE;17;BRASIL;Santa Rosa do Tocantins, TO, BRASIL;Tocantins, BRASIL; NORTH;NORTE, BRASIL
1100015;Alta Floresta D'Oeste;RO;Rondônia;NORTE;11;BRASIL;Alta Floresta D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100023;Ariquemes;RO;Rondônia;NORTE;11;BRASIL;Ariquemes, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100031;Cabixi;RO;Rondônia;NORTE;11;BRASIL;Cabixi, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100049;Cacoal;RO;Rondônia;NORTE;11;BRASIL;Cacoal, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100056;Cerejeiras;RO;Rondônia;NORTE;11;BRASIL;Cerejeiras, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100064;Colorado do Oeste;RO;Rondônia;NORTE;11;BRASIL;Colorado do Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100072;Corumbiara;RO;Rondônia;NORTE;11;BRASIL;Corumbiara, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100080;Costa Marques;RO;Rondônia;NORTE;11;BRASIL;Costa Marques, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100098;Espigão D'Oeste;RO;Rondônia;NORTE;11;BRASIL;Espigão D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100106;Guajará-Mirim;RO;Rondônia;NORTE;11;BRASIL;Guajará-Mirim, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100114;Jaru;RO;Rondônia;NORTE;11;BRASIL;Jaru, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100122;Ji-Paraná;RO;Rondônia;NORTE;11;BRASIL;Ji-Paraná, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100130;Machadinho D'Oeste;RO;Rondônia;NORTE;11;BRASIL;Machadinho D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100148;Nova Brasilândia D'Oeste;RO;Rondônia;NORTE;11;BRASIL;Nova Brasilândia D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100155;Ouro Preto do Oeste;RO;Rondônia;NORTE;11;BRASIL;Ouro Preto do Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100189;Pimenta Bueno;RO;Rondônia;NORTE;11;BRASIL;Pimenta Bueno, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100205;Porto Velho;RO;Rondônia;NORTE;11;BRASIL;Porto Velho, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100254;Presidente Médici;RO;Rondônia;NORTE;11;BRASIL;Presidente Médici, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100262;Rio Crespo;RO;Rondônia;NORTE;11;BRASIL;Rio Crespo, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100288;Rolim de Moura;RO;Rondônia;NORTE;11;BRASIL;Rolim de Moura, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100296;Santa Luzia D'Oeste;RO;Rondônia;NORTE;11;BRASIL;Santa Luzia D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100304;Vilhena;RO;Rondônia;NORTE;11;BRASIL;Vilhena, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100320;São Miguel do Guaporé;RO;Rondônia;NORTE;11;BRASIL;São Miguel do Guaporé, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100338;Nova Mamoré;RO;Rondônia;NORTE;11;BRASIL;Nova Mamoré, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100346;Alvorada D'Oeste;RO;Rondônia;NORTE;11;BRASIL;Alvorada D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100379;Alto Alegre dos Parecis;RO;Rondônia;NORTE;11;BRASIL;Alto Alegre dos Parecis, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100403;Alto Paraíso;RO;Rondônia;NORTE;11;BRASIL;Alto Paraíso, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100452;Buritis;RO;Rondônia;NORTE;11;BRASIL;Buritis, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100502;Novo Horizonte do Oeste;RO;Rondônia;NORTE;11;BRASIL;Novo Horizonte do Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100601;Cacaulândia;RO;Rondônia;NORTE;11;BRASIL;Cacaulândia, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100700;Campo Novo de Rondônia;RO;Rondônia;NORTE;11;BRASIL;Campo Novo de Rondônia, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100809;Candeias do Jamari;RO;Rondônia;NORTE;11;BRASIL;Candeias do Jamari, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100908;Castanheiras;RO;Rondônia;NORTE;11;BRASIL;Castanheiras, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100924;Chupinguaia;RO;Rondônia;NORTE;11;BRASIL;Chupinguaia, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1100940;Cujubim;RO;Rondônia;NORTE;11;BRASIL;Cujubim, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101005;Governador Jorge Teixeira;RO;Rondônia;NORTE;11;BRASIL;Governador Jorge Teixeira, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101104;Itapuã do Oeste;RO;Rondônia;NORTE;11;BRASIL;Itapuã do Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101203;Ministro Andreazza;RO;Rondônia;NORTE;11;BRASIL;Ministro Andreazza, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101302;Mirante da Serra;RO;Rondônia;NORTE;11;BRASIL;Mirante da Serra, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101401;Monte Negro;RO;Rondônia;NORTE;11;BRASIL;Monte Negro, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101435;Nova União;RO;Rondônia;NORTE;11;BRASIL;Nova União, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101450;Parecis;RO;Rondônia;NORTE;11;BRASIL;Parecis, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101468;Pimenteiras do Oeste;RO;Rondônia;NORTE;11;BRASIL;Pimenteiras do Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101476;Primavera de Rondônia;RO;Rondônia;NORTE;11;BRASIL;Primavera de Rondônia, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101484;São Felipe D'Oeste;RO;Rondônia;NORTE;11;BRASIL;São Felipe D'Oeste, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101492;São Francisco do Guaporé;RO;Rondônia;NORTE;11;BRASIL;São Francisco do Guaporé, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101500;Seringueiras;RO;Rondônia;NORTE;11;BRASIL;Seringueiras, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101559;Teixeirópolis;RO;Rondônia;NORTE;11;BRASIL;Teixeirópolis, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101609;Theobroma;RO;Rondônia;NORTE;11;BRASIL;Theobroma, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101708;Urupá;RO;Rondônia;NORTE;11;BRASIL;Urupá, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101757;Vale do Anari;RO;Rondônia;NORTE;11;BRASIL;Vale do Anari, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1101807;Vale do Paraíso;RO;Rondônia;NORTE;11;BRASIL;Vale do Paraíso, RO, BRASIL;Rondônia, BRASIL; NORTH;NORTE, BRASIL
1200013;Acrelândia;AC;Acre;NORTE;12;BRASIL;Acrelândia, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200054;Assis Brasil;AC;Acre;NORTE;12;BRASIL;Assis Brasil, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200104;Brasiléia;AC;Acre;NORTE;12;BRASIL;Brasiléia, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200138;Bujari;AC;Acre;NORTE;12;BRASIL;Bujari, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200179;Capixaba;AC;Acre;NORTE;12;BRASIL;Capixaba, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200203;Cruzeiro do Sul;AC;Acre;NORTE;12;BRASIL;Cruzeiro do Sul, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200252;Epitaciolândia;AC;Acre;NORTE;12;BRASIL;Epitaciolândia, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
1200302;Feijó;AC;Acre;NORTE;12;BRASIL;Feijó, AC, BRASIL;Acre, BRASIL; NORTH;NORTE, BRASIL
